common,latin,final.year,source,journal.pub.year,pub.title
Spotted Wintergreen,Chimaphila maculata,2017,New Phytologist,2000,COSEWIC assessment and status report on the Spotted Wintergreen Chimaphila maculata in Canada. Committee on the Status of Endangered Wildlife in Canada.
Spotted Wintergreen,Chimaphila maculata,2017,Biology and Fertility of Soils,2008,COSEWIC assessment and status report on the Spotted Wintergreen Chimaphila maculata in Canada. Committee on the Status of Endangered Wildlife in Canada.
Spotted Wintergreen,Chimaphila maculata,2017,Journal of Sustainable Forestry,2009,COSEWIC assessment and status report on the Spotted Wintergreen Chimaphila maculata in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,International Union for Conservation of Nature,2000,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,State of Maine,2019,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Province of New Brunswick,2019,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,IPCC,2013,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Evolution,1997,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Tidal Marsh Restoration,2012,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Wetlands,2006,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Journal of Biogeography,2000,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Economic Botany,2007,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Ecology of Halophytes,1974,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Restoration Ecology,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Journal of Vegetation Science,2000,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Biochemical Systematics and Ecology,1987,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Science,2011,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,American Midland Naturalist,1978,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Ecology,1992,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Bulletin of the Korean Chemical Society,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Journal of Ecology,2010,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Chilean journal of agricultural research,2011,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Molecular Ecology,2002,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,PALAIOS,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Planta Medica,2012,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Systematic Botany,1997,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Tasks for vegetation science,1982,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Southeastern Naturalist,2014,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Environmental Pollution,2001,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Aquatic Botany,1999,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Northeastern Naturalist,2011,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Botany,2010,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Global Ecology and Biogeography,2003,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,The American Naturalist,2002,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,American Journal of Botany,1999,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Marine Ecology Progress Series,2005,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Wetlands,1994,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Seeds: the ecology of regeneration in plant communities,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Seed Science Research,1997,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,The Southwestern Naturalist,2008,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Castanea,2005,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Waterbirds,2015,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Applied Vegetation Science,2002,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Ecological Applications,2003,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,American Journal of Botany,1988,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,The Canadian Field-Naturalist,2004,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Aquatic Botany,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Conservation Biology,1995,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Quarterly Journal of Engineering Geology and Hydrogeology,1979,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,Conservation Biology,2009,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Annual Saltmarsh Aster,Symphyotrichum subulatum ,2017,NA,2000,COSEWIC assessment and status report on the Annual Saltmarsh Aster Symphyotrichum subulatum in Canada. Committee on the Status of Endangered Wildlife in Canada.
Grappletail,Octogomphus specularis,2021,Province of British Columbia,1970,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,International Union for Conservation of Nature,2000,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,International Union for Conservation of Nature,2001,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Province of British Columbia,2012,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Province of British Columbia,2018,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Proceedings of the United States National Museum,1917,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Journal of Limnology,2010,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,NA,2009,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Hydrobiologia,2010,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,NA,2019,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,The Canadian Entomologist,1938,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,American Midland Naturalist,1941,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Diatom Research,2014,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Conservation Biology,2008,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Oikos,1991,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Molecular Ecology Notes,2007,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,Environment International,2014,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Grappletail,Octogomphus specularis,2021,ZooKeys,2019,COSEWIC assessment and status report on the grappletail Octogomphus specularis in Canada.: CW69-14/812-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,International Union for Conservation of Nature,2000,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,State of California,2015,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Food and Agriculture Organization of the United Nations,2001,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Ecology Progress Series,2006,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Animal Biotelemetry,2014,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Environmental Research,2005,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine and Freshwater Behaviour and Physiology,2018,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,New Zealand Journal of Marine and Freshwater Research,1998,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Fisheries Research,2015,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,PLOS ONE,2017,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Advances in Marine Biology,2017,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of Northwest Atlantic Fishery Science,2004,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Environmental Biology of Fishes,2004,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Hydrobiologia,2016,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Molecular Ecology,2009,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Fisheries Research,2015,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Biology,2008,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Fisheries Research,2017,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,IUCN Red List of Threatened Species,2020,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Bulletin of Environmental Contamination and Toxicology,2002,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine and Freshwater Research,1998,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,North American Journal of Fisheries Management,1989,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Biology,2004,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine and Freshwater Research,1954,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Pollution Bulletin,2017,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of the Marine Biological Association of the United Kingdom,1990,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Developments in environmental biology of fishes,2001,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine and Freshwater Research,1992,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,IUCN Red List of Threatened Species,2006,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Latin American Journal of Aquatic Research,2018,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of Fish Biology,2015,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,PLOS ONE,2018,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Aquatic Mammals,2022,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of Experimental Biology,2016,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Environmental Research Letters,2017,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Deep Sea Research Part I: Oceanographic Research Papers,2010,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Marine Ecology Progress Series,2018,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Nature,1998,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of Applied Ichthyology,2014,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Neotropical Ichthyology,2018,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Tope,Galeorhinus galeus,2021,Journal of Fish Biology,2015,COSEWIC assessment and status report on the tope Galeorhinus galeus in Canada.: CW69-14/523-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,International Union for Conservation of Nature,2001,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Terrestrial Arthropod Reviews,2011,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,American Entomologist,2003,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,The American Midland Naturalist,2011,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,ZooKeys,2013,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,The Coleopterists Bulletin,2005,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,The Coleopterists Bulletin,2017,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Physiological Entomology,2003,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Journal of Insect Conservation,2011,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Studies on Neotropical Fauna and Environment,2004,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Northeastern Naturalist,2014,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Biological Journal of the Linnean Society,1997,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,ZooKeys,2012,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Cobblestone Tiger Beetle,Cicindela marginipennis,2021,Conservation Biology,2008,COSEWIC assessment and status report on the cobblestone tiger beetle Cicindela marginipennis in Canada.: CW69-14/559-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,International Union for Conservation of Nature,2000,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Bird-Banding,1953,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Science of The Total Environment,2020,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,PLOS ONE,2015,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,The Auk,2019,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Molecular Ecology,2016,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,The Auk,2000,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Environmental Toxicology and Chemistry,1999,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,AMBIO: A Journal of the Human Environment,2002,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Ibis,2020,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Molecular Phylogenetics and Evolution,2010,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,PLOS ONE,2015,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Animal Migration,2018,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Conservation Biology,2008,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,Environment International,2015,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
Barn Swallow,Hirundo rustica,2021,NA,1983,COSEWIC assessment and status report on the barn swallow Hirundo rustica in Canada.: CW69-14/629-2021E-PDF Publications - Canada.ca
